transformer_id,date,h2,ch4,c2h4,c2h6,c2h2,co,co2,oil_temp,load_current,ambient_temp,fault_state,total_hydrocarbon,ratio_ch4_h2,ratio_c2h2_c2h4,ratio_c2h4_c2h6,h2_roll7_mean,h2_roll7_std,h2_roll7_max,h2_roll7_min,ch4_roll7_mean,ch4_roll7_std,ch4_roll7_max,ch4_roll7_min,c2h4_roll7_mean,c2h4_roll7_std,c2h4_roll7_max,c2h4_roll7_min,c2h6_roll7_mean,c2h6_roll7_std,c2h6_roll7_max,c2h6_roll7_min,c2h2_roll7_mean,c2h2_roll7_std,c2h2_roll7_max,c2h2_roll7_min,co_roll7_mean,co_roll7_std,co_roll7_max,co_roll7_min,co2_roll7_mean,co2_roll7_std,co2_roll7_max,co2_roll7_min,h2_rate,h2_rate_pct,ch4_rate,ch4_rate_pct,c2h4_rate,c2h4_rate_pct,c2h6_rate,c2h6_rate_pct,c2h2_rate,c2h2_rate_pct,co_rate,co_rate_pct,co2_rate,co2_rate_pct,oil_temp_rate,total_hydrocarbon_rate
1,2024-04-01,3.309,4.727,3.294,54.507,0.0,154.574,806.223,35.85,191.75,1.92,Normal,62.528,1.4285282562707766,0.0,0.060432604986515495,3.309,0.0,3.309,3.309,4.727,0.0,4.727,4.727,3.294,0.0,3.294,3.294,54.507,0.0,54.507,54.507,0.0,0.0,0.0,0.0,154.574,0.0,154.574,154.574,806.223,0.0,806.223,806.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-04-02,4.086,2.142,1.739,49.309,0.0,235.286,730.54,30.76,188.39,-3.43,Normal,53.19,0.5242290748898678,0.0,0.03526739540449006,3.6975000000000002,0.5494219689819475,4.086,3.309,3.4345,1.8278710293672256,4.727,2.142,2.5165,1.0995510447450814,3.294,1.739,51.908,3.675541048607677,54.507,49.309,0.0,0.0,0.0,0.0,194.93,57.07200252312862,235.286,154.574,768.3815,53.51596252054147,806.223,730.54,0.7770000000000001,23.481414324569357,-2.5850000000000004,-54.685847260418875,-1.555,-47.20704310868245,-5.198,-9.536389821490818,0.0,0.0,80.71199999999999,52.21576720535147,-75.68299999999999,-9.387353126864403,-5.09,-9.338000000000001
1,2024-04-03,2.022,2.308,1.611,50.795,0.0,293.821,831.513,34.56,199.07,1.4,Normal,54.714,1.1414441147378833,0.0,0.03171572005118614,3.139,1.0424485598819737,4.086,2.022,3.0589999999999997,1.4469129206693816,4.727,2.142,2.2146666666666666,0.936918530787674,3.294,1.611,51.537,2.6772605401790854,54.507,49.309,0.0,0.0,0.0,0.0,227.8936666666667,69.91721316194842,293.821,154.574,789.4253333333332,52.54053564947102,831.513,730.54,-2.0640000000000005,-50.51395007342144,0.16599999999999993,7.749766573295982,-0.1280000000000001,-7.3605520414031105,1.4860000000000042,3.01364862398346,0.0,0.0,58.535000000000025,24.878233299048826,100.97300000000007,13.821693541763638,3.8000000000000007,1.524000000000001
1,2024-04-04,1.522,2.89,2.885,86.949,0.0,223.382,683.396,31.03,188.83,-0.08,Normal,92.724,1.8988173455978976,0.0,0.03318037010201382,2.73475,1.1739413315834826,4.086,1.522,3.01675,1.1844175432112896,4.727,2.142,2.38225,0.8351931413351844,3.294,1.611,60.39,17.840429329662072,86.949,49.309,0.0,0.0,0.0,0.0,226.76575000000003,57.1317184079912,293.821,154.574,762.918,68.19745942970802,831.513,683.396,-0.4999999999999998,-24.727992087042523,0.5820000000000003,25.21663778162913,1.2739999999999998,79.08131595282431,36.153999999999996,71.17629687961411,0.0,0.0,-70.43900000000002,-23.973439611191854,-148.11700000000008,-17.812950609310988,-3.530000000000001,38.010000000000005
1,2024-04-05,5.877,1.28,2.184,116.873,0.0,218.582,754.794,35.75,201.8,-0.58,Normal,120.337,0.2177981963586864,0.0,0.01868695079274084,3.3632,1.7344597718021597,5.877,1.522,2.6694,1.2866210786397059,4.727,1.28,2.3426,0.7287120830616164,3.294,1.611,71.6866,29.610412810361158,116.873,49.309,0.0,0.0,0.0,0.0,225.129,49.61269685272108,293.821,154.574,761.2932,59.17237513992491,831.513,683.396,4.3549999999999995,286.13666228646514,-1.61,-55.70934256055363,-0.7009999999999996,-24.298093587521652,29.924000000000007,34.41557694740596,0.0,0.0,-4.800000000000011,-2.148785488535339,71.39800000000002,10.447529689960145,4.719999999999999,27.613
1,2024-04-06,16.872,1.055,4.844,48.154,0.0,154.261,803.554,32.04,145.2,0.09,Normal,54.053000000000004,0.06252963489805595,0.0,0.10059392781492711,5.614666666666667,5.728987123974592,16.872,1.522,2.4003333333333337,1.3261584621253475,4.727,1.055,2.7595000000000005,1.211466342908461,4.844,1.611,67.7645,28.1730092091704,116.873,48.154,0.0,0.0,0.0,0.0,213.31766666666667,52.97340202277618,293.821,154.261,768.3366666666666,55.66649369114845,831.513,683.396,10.995000000000001,187.08524757529355,-0.2250000000000001,-17.578125000000007,2.66,121.79487179487178,-68.719,-58.79801151677461,0.0,0.0,-64.321,-29.426485254961527,48.75999999999999,6.460040752841172,-3.710000000000001,-66.28399999999999
1,2024-04-07,25.591,0.889,5.674,78.424,0.0,175.47,836.078,33.34,142.66,2.19,Normal,84.98700000000001,0.03473877535070923,0.0,0.07235030092828726,8.468428571428571,9.184703422124253,25.591,1.522,2.1844285714285716,1.338612821436537,4.727,0.889,3.175857142857143,1.560934061021523,5.674,1.611,69.28728571428572,26.03198367850778,116.873,48.154,0.0,0.0,0.0,0.0,207.91085714285714,50.42935216197201,293.821,154.261,778.014,56.90214609016668,836.078,683.396,8.719000000000001,51.677335229966815,-0.16599999999999993,-15.734597156398097,0.8300000000000001,17.1345995045417,30.270000000000003,62.860821530921626,0.0,0.0,21.209000000000003,13.748776424371684,32.524,4.04751889729875,1.3000000000000043,30.934000000000005
1,2024-04-08,13.177,0.0,15.019,23.608,0.0,182.837,768.429,32.53,180.73,-0.55,Normal,38.627,0.0,0.0,0.6361826499491697,9.878142857142858,9.016582342709302,25.591,1.522,1.5091428571428571,0.9887946245423307,2.89,0.0,4.850857142857143,4.747381574038873,15.019,1.611,64.87314285714287,31.085186029300043,116.873,23.608,0.0,0.0,0.0,0.0,211.94842857142856,46.41925149783277,293.821,154.261,772.6148571428572,55.556569843804496,836.078,683.396,-12.414000000000001,-48.509241530225474,-0.889,-100.0,9.344999999999999,164.69862530842437,-54.816,-69.89697031520963,0.0,0.0,7.36699999999999,4.198438479512162,-67.649,-8.0912307224924,-0.8100000000000023,-46.36000000000001
1,2024-04-09,10.715,0.512,16.609,9.047,0.084,229.167,597.502,36.81,195.4,-1.25,Normal,26.252000000000002,0.04778348110125992,0.005057498946354386,1.8358571902288052,10.82514285714286,8.647410892449667,25.591,1.522,1.2762857142857145,1.0066874248884659,2.89,0.0,6.975142857142858,6.221038643950366,16.609,1.611,59.121428571428574,37.506605875308345,116.873,9.047,0.012,0.03174901573277509,0.084,0.0,211.07428571428574,45.961885549203664,293.821,154.261,753.6094285714286,86.49178153993812,836.078,597.502,-2.4619999999999997,-18.68407072930105,0.512,0.0,1.5900000000000016,10.586590318929368,-14.561,-61.67824466282615,0.084,0.0,46.33000000000001,25.339510055404553,-170.92700000000002,-22.243694602884588,4.280000000000001,-12.375
1,2024-04-10,5.935,0.279,8.282,17.794,0.972,109.126,508.049,34.57,195.52,-0.07,Normal,27.327,0.04700926705981467,0.11736295580777589,0.46543778801843316,11.384142857142857,8.092147395851764,25.591,1.522,0.9864285714285714,0.9506613237010073,2.89,0.0,7.928142857142857,5.755929042548835,16.609,2.184,54.407000000000004,40.66841318927177,116.873,9.047,0.15085714285714286,0.36344070060622385,0.972,0.0,184.68928571428572,43.48989576025789,229.167,109.126,707.4002857142857,118.44051467398343,836.078,508.049,-4.78,-44.610359309379376,-0.23299999999999998,-45.50781249999999,-8.327000000000002,-50.13546872177736,8.747,96.68398364098596,0.888,1057.142857142857,-120.041,-52.3814510815257,-89.45299999999997,-14.971163276440913,-2.240000000000002,1.0749999999999993
